seq,ts_ns,payload,occ_bytes,current,cost_uds_us,cost_shm_us,queue_wait_shm_us,switch_cost_us,setup_cost_us,health_penalty_us,latency_penalty_us,score_uds_us,score_shm_us,selected,reason
1708,23382692474000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1709,23382692477000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1710,23382692480000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1711,23382692482000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1712,23382692484000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1713,23382692486000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1714,23382692488000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1715,23382692498000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1716,23382692500000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1717,23382692502000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1718,23382692505000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1719,23382692507000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1720,23382692510000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1721,23382692512000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1722,23382692515000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1723,23382692518000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1724,23382692520000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1725,23382692523000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1726,23382692532000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1727,23382692535000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1728,23382692540000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1729,23382692543000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1730,23382692545000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1731,23382692547000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1732,23382692550000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1733,23382692553000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1734,23382692555000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1735,23382692558000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1736,23382692560000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1737,23382692562000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1738,23382692565000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1739,23382692567000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1740,23382692569000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1741,23382692572000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1742,23382692574000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1743,23382692577000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1744,23382692580000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1745,23382692583000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1746,23382692585000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1747,23382692588000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1748,23382692590000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1749,23382692593000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1750,23382692595000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1751,23382692598000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1752,23382692600000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1753,23382692603000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1754,23382692605000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1755,23382692608000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1756,23382692610000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1757,23382692613000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1758,23382692616000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1759,23382692619000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1760,23382692621000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1761,23382692624000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1762,23382692627000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1763,23382692629000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1764,23382692632000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1765,23382692634000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1766,23382692636000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1767,23382692639000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1768,23382692641000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1769,23382692645000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1770,23382692648000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1771,23382692650000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1772,23382692653000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1773,23382692655000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1774,23382692658000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1775,23382692660000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1776,23382692663000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1777,23382692665000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1778,23382692668000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1779,23382692670000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1780,23382692673000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1781,23382692677000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1782,23382692679000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1783,23382692681000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1784,23382692683000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1785,23382692688000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1786,23382692692000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1787,23382692699000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1788,23382692702000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1789,23382692704000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1790,23382692707000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1791,23382692709000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1792,23382692711000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1793,23382692713000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1794,23382692715000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1795,23382692719000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1796,23382692722000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1797,23382692725000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1798,23382692737000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1799,23382692754000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
1800,23382692756000,512,0,UDS,3.77,0.05,0.00,20.00,0.00,0.00,0.00,3.77,20.05,UDS,COST_STABLE
